Material Quantity (gm),Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Refined Aggregator,Formulation Duration (hrs),Compression Strength MPa,Material Quantity (gm),Refined Aggregator,Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Formulation Duration (hrs),Material Quantity (gm)^2,Material Quantity (gm) Refined Aggregator,Material Quantity (gm) Additive Catalyst (gm),Material Quantity (gm) Ash Component (gm),Material Quantity (gm) Water Mix (ml),Material Quantity (gm) Plasticizer (gm),Material Quantity (gm) Moderate Aggregator,Material Quantity (gm) Formulation Duration (hrs),Refined Aggregator^2,Refined Aggregator Additive Catalyst (gm),Refined Aggregator Ash Component (gm),Refined Aggregator Water Mix (ml),Refined Aggregator Plasticizer (gm),Refined Aggregator Moderate Aggregator,Refined Aggregator Formulation Duration (hrs),Additive Catalyst (gm)^2,Additive Catalyst (gm) Ash Component (gm),Additive Catalyst (gm) Water Mix (ml),Additive Catalyst (gm) Plasticizer (gm),Additive Catalyst (gm) Moderate Aggregator,Additive Catalyst (gm) Formulation Duration (hrs),Ash Component (gm)^2,Ash Component (gm) Water Mix (ml),Ash Component (gm) Plasticizer (gm),Ash Component (gm) Moderate Aggregator,Ash Component (gm) Formulation Duration (hrs),Water Mix (ml)^2,Water Mix (ml) Plasticizer (gm),Water Mix (ml) Moderate Aggregator,Water Mix (ml) Formulation Duration (hrs),Plasticizer (gm)^2,Plasticizer (gm) Moderate Aggregator,Plasticizer (gm) Formulation Duration (hrs),Moderate Aggregator^2,Moderate Aggregator Formulation Duration (hrs),Formulation Duration (hrs)^2
389.2,97.61,201.47,225.97,10.43,826.47,956.18,151.78,61.1,389.2,956.18,97.61,201.47,225.97,10.43,826.47,151.78,151476.63999999998,372145.256,37989.812,78412.124,87947.52399999999,4059.3559999999998,321662.124,59072.776,914280.1923999999,93332.7298,192641.5846,216067.99459999998,9972.9574,790254.0846,145129.0004,9527.7121,19665.4867,22056.9317,1018.0722999999999,80671.73670000001,14815.2458,40590.1609,45526.1759,2101.3321,166508.91090000002,30579.1166,51062.4409,2356.8671,186757.4259,34297.7266,108.7849,8620.0821,1583.0654,683052.6609,125441.61660000001,23037.1684
434.32,0.0,173.24,235.46,13.42,821.54,797.95,43.25,45.77,434.32,797.95,0.0,173.24,235.46,13.42,821.54,43.25,188633.86239999998,346565.64400000003,0.0,75241.5968,102264.9872,5828.5743999999995,356811.25279999996,18784.34,636724.2025000001,0.0,138236.858,187885.30700000003,10708.489000000001,655547.843,34511.3375,0.0,0.0,0.0,0.0,0.0,0.0,30012.097600000005,40791.0904,2324.8808,142323.5896,7492.63,55441.41160000001,3159.8732,193439.8084,10183.645,180.0964,11025.066799999999,580.415,674927.9715999999,35531.604999999996,1870.5625
136.22,276.41,210.19,224.23,32.4,822.74,887.02,229.5,78.59,136.22,887.02,276.41,210.19,224.23,32.4,822.74,229.5,18555.8884,120829.86439999999,37652.5702,28632.0818,30544.6106,4413.527999999999,112073.6428,31262.489999999998,786804.4804,245181.1982,186442.7338,198896.49459999998,28739.447999999997,729786.8348,203571.09,76402.48810000002,58098.617900000005,61979.414300000004,8955.684000000001,227413.5634,63436.09500000001,44179.8361,47130.903699999995,6810.156,172931.7206,48238.604999999996,50279.092899999996,7265.052,184482.9902,51460.784999999996,1049.76,26656.775999999998,7435.799999999999,676901.1076,188818.83000000002,52670.25
282.8,0.0,148.35,212.28,8.17,1083.49,798.46,18.25,17.29,282.8,798.46,0.0,148.35,212.28,8.17,1083.49,18.25,79975.84000000001,225804.488,0.0,41953.38,60032.784,2310.476,306410.972,5161.1,637538.3716000001,0.0,118451.541,169497.0888,6523.4182,865123.4254000001,14571.895,0.0,0.0,0.0,0.0,0.0,0.0,22007.7225,31491.737999999998,1212.0194999999999,160735.7415,2707.3875,45062.7984,1734.3276,230003.2572,3874.11,66.74889999999999,8852.1133,149.1025,1173950.5801,19773.6925,333.0625
418.38,327.34,74.36,190.15,11.0,1120.0,828.28,211.02,64.98,418.38,828.28,327.34,74.36,190.15,11.0,1120.0,211.02,175041.82439999998,346535.7864,136952.5092,31110.7368,79554.957,4602.18,468585.6,88286.5476,686047.7583999999,271129.1752,61590.900799999996,157497.442,9111.08,927673.6,174783.6456,107151.47559999999,24341.002399999998,62243.700999999994,3600.74,366620.8,69075.2868,5529.4096,14139.554,817.96,83283.2,15691.4472,36157.0225,2091.65,212968.0,40125.453,121.0,12320.0,2321.2200000000003,1254400.0,236342.40000000002,44529.44040000001
392.36,242.49,149.16,236.83,29.91,1116.33,915.98,332.19,53.64,392.36,915.98,242.49,149.16,236.83,29.91,1116.33,332.19,153946.3696,359393.9128,95143.37640000001,58524.4176,92922.61880000001,11735.4876,438003.2388,130338.0684,839019.3604,222115.9902,136627.5768,216931.54340000002,27396.9618,1022535.9534,304279.3962,58801.400100000006,36169.8084,57428.90670000001,7252.8759,270698.8617,80552.7531,22248.705599999998,35325.5628,4461.3756,166511.7828,49549.460399999996,56088.4489,7083.585300000001,264380.4339,78672.5577,894.6081,33389.4303,9935.8029,1246192.6689,370833.6627,110350.1961
135.09,202.28,32.2,287.99,12.9,849.61,852.9,60.86,40.76,135.09,852.9,202.28,32.2,287.99,12.9,849.61,60.86,18249.308100000002,115218.261,27326.0052,4349.898,38904.5691,1742.661,114773.8149,8221.5774,727438.4099999999,172524.612,27463.38,245626.671,11002.41,724632.369,51907.494,40917.1984,6513.416,58254.6172,2609.4120000000003,171859.1108,12310.7608,1036.8400000000001,9273.278,415.38000000000005,27357.442000000003,1959.6920000000002,82938.24010000001,3715.0710000000004,244679.1839,17527.0714,166.41,10959.969000000001,785.094,721837.1521000001,51707.2646,3703.9396
246.18,58.58,110.52,280.31,15.12,843.22,744.43,61.44,65.99,246.18,744.43,58.58,110.52,280.31,15.12,843.22,61.44,60604.5924,183263.7774,14421.2244,27207.8136,69006.7158,3722.2416,207583.8996,15125.2992,554176.0249,43608.70939999999,82274.40359999999,208671.1733,11255.781599999998,627718.2646,45737.7792,3431.6164,6474.2616,16420.5598,885.7295999999999,49395.8276,3599.1551999999997,12214.670399999999,30979.8612,1671.0623999999998,93192.6744,6790.3488,78573.6961,4238.2872,236362.9982,17222.2464,228.6144,12749.4864,928.9727999999999,711019.9684,51807.4368,3774.8736
337.94,0.0,0.0,233.02,0.0,992.82,877.95,18.25,12.72,337.94,877.95,0.0,0.0,233.02,0.0,992.82,18.25,114203.4436,296694.423,0.0,0.0,78746.7788,0.0,335513.5908,6167.405,770796.2025000001,0.0,0.0,204579.909,0.0,871646.3190000001,16022.587500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54298.320400000004,0.0,231346.91640000002,4252.615,0.0,0.0,0.0,985691.5524,18118.965,333.0625
611.01,242.28,39.94,149.09,7.66,1017.75,761.14,122.84,64.56,611.01,761.14,242.28,39.94,149.09,7.66,1017.75,122.84,373333.2201,465064.1514,148035.5028,24403.7394,91095.4809,4680.3366,621855.4275,75056.4684,579334.0996,184408.9992,30399.931599999996,113478.36260000001,5830.3324,774650.235,93498.4376,58699.5984,9676.663199999999,36121.525200000004,1855.8648,246580.47,29761.6752,1595.2035999999998,5954.6546,305.9404,40648.935,4906.2296,22227.828100000002,1142.0294000000001,151736.3475,18314.2156,58.6756,7795.965,940.9544000000001,1035815.0625,125020.41,15089.6656
170.76,135.76,242.44,230.08,0.56,941.37,855.93,288.43,64.52,170.76,855.93,135.76,242.44,230.08,0.56,941.37,288.43,29158.9776,146158.60679999998,23182.377599999996,41399.0544,39288.4608,95.6256,160748.3412,49252.3068,732616.1648999999,116201.05679999999,207511.66919999997,196932.3744,479.3208,805746.8241,246875.88989999998,18430.777599999998,32913.6544,31235.660799999998,76.0256,127800.3912,39157.256799999996,58777.1536,55780.5952,135.7664,228225.7428,69926.9692,52936.80640000001,128.84480000000002,216590.4096,66361.9744,0.31360000000000005,527.1672000000001,161.5208,886177.4769,271519.3491,83191.8649
443.98,432.71,128.02,197.19,2.97,1050.62,782.65,231.16,77.16,443.98,782.65,432.71,128.02,197.19,2.97,1050.62,231.16,197118.2404,347480.947,192114.5858,56838.31960000001,87548.4162,1318.6206000000002,466454.26759999996,102630.4168,612541.0225,338660.4815,100194.853,154330.7535,2324.4705,822267.7429999999,180917.37399999998,187237.9441,55395.5342,85326.0849,1285.1487,454613.7801999999,100025.24359999999,16389.120400000003,25244.2638,380.21940000000006,134500.3724,29593.1032,38883.8961,585.6543,207171.75779999996,45582.4404,8.820900000000002,3120.3414,686.5452,1103802.3843999999,242861.31919999997,53434.9456
610.44,102.25,199.07,163.94,35.02,986.31,805.94,282.76,72.31,610.44,805.94,102.25,199.07,163.94,35.02,986.31,282.76,372636.99360000005,491978.01360000006,62417.490000000005,121520.2908,100075.53360000001,21377.608800000005,602083.0764,172608.01440000001,649539.2836000001,82407.365,160438.47580000001,132125.8036,28224.018800000005,794906.6814,227887.5944,10455.0625,20354.907499999998,16762.864999999998,3580.7950000000005,100850.1975,28912.21,39628.8649,32635.535799999998,6971.4314,196344.73169999997,56289.0332,26876.3236,5741.178800000001,161695.66139999998,46355.674399999996,1226.4004000000002,34540.5762,9902.255200000001,972807.4160999999,278889.0156,79953.21759999999
503.73,110.36,19.24,169.12,6.39,827.0,703.64,140.36,71.72,503.73,703.64,110.36,19.24,169.12,6.39,827.0,140.36,253743.91290000002,354444.5772,55591.6428,9691.7652,85190.81760000001,3218.8347,416584.71,70703.54280000001,495109.2496,77653.7104,13538.033599999999,118999.5968,4496.259599999999,581910.28,98762.91040000001,12179.3296,2123.3264,18664.0832,705.2004,91267.72,15490.129600000002,370.1775999999999,3253.8687999999997,122.94359999999999,15911.48,2700.5264,28601.5744,1080.6768,139862.24,23737.683200000003,40.8321,5284.53,896.9004,683929.0,116077.72000000002,19700.929600000003
541.44,127.4,29.29,272.38,38.64,1041.57,694.25,239.27,67.78,541.44,694.25,127.4,29.29,272.38,38.64,1041.57,239.27,293157.2736000001,375894.72000000003,68979.456,15858.777600000001,147477.4272,20921.2416,563947.6608000001,129550.34880000002,481983.0625,88447.45,20334.5825,189099.815,26825.82,723109.9724999999,166113.1975,16230.760000000002,3731.5460000000003,34701.212,4922.736,132696.018,30482.998000000003,857.9041,7978.0102,1131.7656,30507.5853,7008.2183,74190.86439999999,10524.7632,283702.8366,65172.3626,1493.0496,40246.2648,9245.3928,1084868.0648999999,249216.4539,57250.132900000004
482.23,259.2,53.97,278.17,29.09,973.65,815.84,324.43,64.94,482.23,815.84,259.2,53.97,278.17,29.09,973.65,324.43,232545.7729,393422.52320000005,124994.016,26025.9531,134141.9191,14028.0707,469523.2395,156449.8789,665594.9056,211465.728,44030.8848,226942.2128,23732.7856,794342.616,264682.9712,67184.64,13989.024,72101.664,7540.128,252370.08,84092.256,2912.7608999999998,15012.8349,1569.9873,52547.890499999994,17509.4871,77378.54890000001,8091.965300000001,270840.2205,90246.6931,846.2281,28323.478499999997,9437.6687,947994.3225,315881.2695,105254.8249
280.69,362.32,164.72,253.96,31.56,1166.1,879.67,179.32,66.67,280.69,879.67,362.32,164.72,253.96,31.56,1166.1,179.32,78786.8761,246914.5723,101699.6008,46235.2568,71284.0324,8858.5764,327312.609,50333.330799999996,773819.3089,318722.0344,144899.2424,223400.9932,27762.385199999997,1025783.1869999999,157742.4244,131275.7824,59681.350399999996,92014.7872,11434.8192,422501.35199999996,64971.2224,27132.6784,41832.2912,5198.5632,192079.99199999997,29537.590399999997,64495.6816,8014.9776,296142.756,45540.1072,996.0335999999999,36802.115999999995,5659.339199999999,1359789.2099999997,209105.05199999997,32155.662399999997
175.11,175.46,207.29,159.75,24.71,872.77,856.03,146.78,48.13,175.11,856.03,175.46,207.29,159.75,24.71,872.77,146.78,30663.512100000004,149899.41330000001,30724.800600000002,36298.5519,27973.822500000002,4326.9681,152830.75470000002,25702.645800000002,732787.3609,150199.0238,177446.4587,136750.79249999998,21152.5013,747117.3030999999,125648.0834,30786.211600000002,36371.1034,28029.735,4335.6166,153136.2242,25754.0188,42969.1441,33114.5775,5122.1359,180916.4933,30426.0262,25520.0625,3947.4225,139425.0075,23448.105,610.5841,21566.1467,3626.9338000000002,761727.4728999999,128105.18059999999,21544.3684
482.0,200.8,1.85,204.04,12.83,900.01,949.86,200.89,64.86,482.0,949.86,200.8,1.85,204.04,12.83,900.01,200.89,232324.0,457832.52,96785.6,891.7,98347.28,6184.06,433804.82,96828.98,902234.0196,190731.888,1757.2410000000002,193809.4344,12186.703800000001,854883.4986,190817.3754,40320.64000000001,371.48,40971.232,2576.264,180722.008,40338.712,3.4225000000000003,377.474,23.735500000000002,1665.0185000000001,371.6465,41632.321599999996,2617.8332,183638.0404,40989.59559999999,164.6089,11547.1283,2577.4186999999997,810018.0001,180803.0089,40356.79209999999
502.24,310.19,81.69,194.83,23.82,897.99,739.96,52.11,55.59,502.24,739.96,310.19,81.69,194.83,23.82,897.99,52.11,252245.01760000002,371637.5104,155789.8256,41027.9856,97851.4192,11963.3568,451006.4976,26171.7264,547540.8016,229528.1924,60447.3324,144166.40680000003,17625.8472,664476.6804000001,38559.3156,96217.8361,25339.4211,60434.31770000001,7388.7258,278547.5181,16164.0009,6673.2561,15915.6627,1945.8558,73356.8031,4256.8659,37958.7289,4640.850600000001,174955.3917,10152.5913,567.3924000000001,21390.1218,1241.2602,806386.0401,46794.2589,2715.4521
474.09,118.46,0.0,192.64,14.76,873.95,949.44,71.25,61.82,474.09,949.44,118.46,0.0,192.64,14.76,873.95,71.25,224761.32809999998,450120.0096,56160.70139999999,0.0,91328.69759999998,6997.568399999999,414330.9555,33778.9125,901436.3136000001,112470.6624,0.0,182900.12159999998,14013.734400000001,829763.0880000001,67647.6,14032.771599999998,0.0,22820.134399999995,1748.4696,103528.117,8440.275,0.0,0.0,0.0,0.0,0.0,37110.169599999994,2843.3664,168357.728,13725.599999999999,217.8576,12899.502,1051.65,763788.6025,62268.9375,5076.5625
548.27,102.96,76.85,225.81,19.36,836.79,1013.01,156.42,70.19,548.27,1013.01,102.96,76.85,225.81,19.36,836.79,156.42,300599.99289999995,555402.9927,56449.879199999996,42134.549499999994,123804.8487,10614.5072,458786.85329999996,85760.39339999999,1026189.2601,104299.50959999999,77849.8185,228747.7881,19611.8736,847676.6379,158455.02419999999,10600.761599999998,7912.475999999999,23249.3976,1993.3056,86155.89839999999,16105.003199999997,5905.922499999999,17353.498499999998,1487.8159999999998,64307.31149999999,12020.876999999999,50990.1561,4371.6816,188955.54989999998,35321.2002,374.8096,16200.254399999998,3028.2911999999997,700217.5040999999,130890.69179999999,24467.216399999998
128.23,388.9,60.75,262.58,21.44,927.56,667.75,307.26,66.3,128.23,667.75,388.9,60.75,262.58,21.44,927.56,307.26,16442.932899999996,85625.58249999999,49868.64699999999,7789.972499999999,33670.6334,2749.2512,118941.01879999999,39399.949799999995,445890.0625,259687.97499999998,40565.8125,175337.79499999998,14316.560000000001,619378.19,205172.865,151243.21,23625.675,102117.362,8338.016,360728.084,119493.41399999999,3690.5625,15951.734999999999,1302.48,56349.27,18666.045,68948.2564,5629.7152,243558.70479999998,80680.3308,459.6736000000001,19886.8864,6587.6544,860367.5535999999,285002.0856,94408.7076
257.05,385.64,0.0,226.55,0.0,1002.05,706.97,22.25,24.44,257.05,706.97,385.64,0.0,226.55,0.0,1002.05,22.25,66074.7025,181726.6385,99128.762,0.0,58234.677500000005,0.0,257576.9525,5719.3625,499806.58090000006,272635.9108,0.0,160164.0535,0.0,708419.2885,15730.0825,148718.2096,0.0,87366.742,0.0,386430.562,8580.49,0.0,0.0,0.0,0.0,0.0,51324.902500000004,0.0,227014.4275,5040.7375,0.0,0.0,0.0,1004104.2024999999,22295.6125,495.0625
306.71,0.0,144.33,229.97,7.81,1054.77,777.13,43.25,36.58,306.71,777.13,0.0,144.33,229.97,7.81,1054.77,43.25,94071.02409999998,238353.54229999997,0.0,44267.4543,70534.09869999999,2395.4051,323508.50669999997,13265.207499999999,603931.0369,0.0,112163.1729,178716.5861,6069.3853,819693.4101,33610.8725,0.0,0.0,0.0,0.0,0.0,0.0,20831.148900000004,33191.570100000004,1127.2173,152234.9541,6242.272500000001,52886.200899999996,1796.0656999999999,242565.4569,9946.2025,60.99609999999999,8237.7537,337.78249999999997,1112539.7529,45618.8025,1870.5625
415.91,15.19,230.21,254.57,15.95,1121.3,945.71,369.01,47.99,415.91,945.71,15.19,230.21,254.57,15.95,1121.3,369.01,172981.12810000003,393330.24610000005,6317.6729000000005,95746.64110000001,105878.2087,6633.7645,466359.88300000003,153474.9491,894367.4041,14365.3349,217711.8991,240749.3947,15084.0745,1060424.623,348976.4471,230.7361,3496.8899,3866.9183,242.2805,17032.547,5605.2618999999995,52996.644100000005,58604.5597,3671.8495,258134.473,84949.7921,64805.8849,4060.3914999999997,285449.34099999996,93938.87569999999,254.40249999999997,17884.734999999997,5885.7095,1257313.69,413770.913,136168.38009999998
474.76,70.16,188.34,269.99,4.56,878.68,753.44,59.43,76.87,474.76,753.44,70.16,188.34,269.99,4.56,878.68,59.43,225397.0576,357703.1744,33309.1616,89416.2984,128180.4524,2164.9055999999996,417162.11679999996,28214.9868,567671.8336000001,52861.3504,141902.88960000002,203421.2656,3435.6864,662032.6592,44776.9392,4922.4256,13213.9344,18942.4984,319.92959999999994,61648.188799999996,4169.6088,35471.9556,50849.916600000004,858.8303999999999,165490.5912,11193.0462,72894.60010000001,1231.1544,237234.8132,16045.5057,20.793599999999998,4006.7807999999995,271.00079999999997,772078.5423999999,52219.952399999995,3531.9249
184.22,0.0,225.7,203.74,19.52,1101.54,695.38,43.25,15.08,184.22,695.38,0.0,225.7,203.74,19.52,1101.54,43.25,33937.0084,128102.9036,0.0,41578.454,37532.9828,3595.9744,202925.69879999998,7967.515,483553.3444,0.0,156947.266,141676.7212,13573.8176,765988.8852,30075.185,0.0,0.0,0.0,0.0,0.0,0.0,50940.49,45984.118,4405.664,248617.57799999998,9761.525,41509.9876,3977.0048,224427.7596,8811.755000000001,381.0304,21502.0608,844.24,1213390.3716,47641.604999999996,1870.5625
341.28,194.4,154.33,171.14,8.14,982.99,961.32,250.85,77.72,341.28,961.32,194.4,154.33,171.14,8.14,982.99,250.85,116472.03839999998,328079.2896,66344.832,52669.7424,58406.65919999999,2778.0192,335474.8272,85610.08799999999,924136.1424000001,186880.608,148360.5156,164520.30479999998,7825.144800000001,944967.9468,241147.122,37791.36,30001.752000000004,33269.616,1582.4160000000002,191093.256,48765.24,23817.748900000002,26412.0362,1256.2462000000003,151704.84670000002,38713.6805,29288.899599999997,1393.0796,168228.9086,42930.469,66.2596,8001.538600000001,2041.919,966269.3401,246583.0415,62925.722499999996
580.5,61.14,91.25,196.21,13.86,841.58,848.97,153.89,54.29,580.5,848.97,61.14,91.25,196.21,13.86,841.58,153.89,336980.25,492827.085,35491.77,52970.625,113899.905,8045.73,488537.19,89333.14499999999,720750.0609,51906.0258,77468.5125,166576.40370000002,11766.7242,714476.1726,130647.99329999999,3738.0996,5579.025,11996.279400000001,847.4004,51454.2012,9408.8346,8326.5625,17904.162500000002,1264.725,76794.175,14042.4625,38498.364100000006,2719.4706,165126.4118,30194.7569,192.09959999999998,11664.2988,2132.9154,708256.8964000001,129510.7462,23682.132099999995
337.94,142.74,111.02,233.02,8.54,970.26,683.08,43.25,48.8,337.94,683.08,142.74,111.02,233.02,8.54,970.26,43.25,114203.4436,230840.0552,48237.5556,37518.0988,78746.7788,2886.0076,327889.6644,14615.905,466598.28640000004,97502.83920000002,75835.5416,159171.3016,5833.5032,662765.2008,29543.210000000003,20374.7076,15846.9948,33261.27480000001,1218.9995999999999,138494.9124,6173.505,12325.4404,25869.880400000002,948.1107999999999,107718.2652,4801.615,54298.320400000004,1989.9907999999998,226089.9852,10078.115,72.93159999999999,8286.0204,369.35499999999996,941404.4676,41963.745,1870.5625
477.37,313.37,129.73,187.65,35.83,1004.92,757.06,282.34,73.77,477.37,757.06,313.37,129.73,187.65,35.83,1004.92,282.34,227882.1169,361397.73219999997,149593.4369,61929.2101,89578.4805,17104.1671,479718.6604,134780.6458,573139.8435999999,237239.89219999997,98213.39379999999,142062.309,27125.459799999997,760784.7351999999,213748.32039999997,98200.75690000001,40653.490099999995,58803.8805,11228.0471,314911.7804,88476.88579999999,16829.8729,24343.834499999997,4648.2258999999995,130368.27159999998,36627.968199999996,35212.5225,6723.4995,188573.238,52981.100999999995,1283.7888999999998,36006.283599999995,10116.242199999999,1009864.2063999999,283729.11279999994,79715.87559999998
307.08,323.76,50.29,216.83,20.84,899.13,609.34,344.72,66.52,307.08,609.34,323.76,50.29,216.83,20.84,899.13,344.72,94298.1264,187116.1272,99420.2208,15443.053199999998,66584.1564,6399.5472,276104.8404,105856.6176,371295.2356,197279.9184,30643.7086,132123.19220000002,12698.6456,547875.8742000001,210051.68480000002,104820.5376,16281.890399999998,70200.8808,6747.158399999999,291102.3288,111606.5472,2529.0841,10904.3807,1048.0436,45217.2477,17335.968800000002,47015.248900000006,4518.7372000000005,194958.3579,74745.63760000002,434.30559999999997,18737.8692,7183.964800000001,808434.7569,309948.0936,118831.87840000002
572.42,329.47,156.06,157.47,8.44,1011.62,788.79,170.55,67.31,572.42,788.79,329.47,156.06,157.47,8.44,1011.62,170.55,327664.6564,451519.17179999995,188595.2174,89331.8652,90138.97739999999,4831.224799999999,579071.5203999999,97626.231,622189.6640999999,259882.64130000002,123098.5674,124210.7613,6657.387599999999,797955.7398,134528.13450000001,108550.48090000002,51417.088200000006,51881.640900000006,2780.7268,333298.4414,56191.10850000001,24354.7236,24574.7682,1317.1463999999999,157873.4172,26616.033000000003,24796.8009,1329.0467999999998,159299.8014,26856.5085,71.2336,8538.0728,1439.442,1023375.0244,172531.79100000003,29087.302500000005
